original_publish_date,chinese_title,cover_url,publish_date,source_url,title,category,chinese_summary,summary
Jul 1990,第19号通知，（TR 19）快速/自动化鉴定方法调查,https://pda.org/images/default-source/product-images/1179-tr-19-rapid-automated-id-methods-survey.jpeg,1990-07-01,https://www.pda.org/bookstore/product-detail/1179-tr-19-rapid-automated-id-methods-survey,"TR No. 19, (TR 19) Rapid/Automated ID Methods Survey",Technical Reports,注意：本技术报告已由PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本次由PDA微生物鉴定工作组开展的调查，总结了制药行业内的微生物鉴定实践……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This survey conducted by PDA Microbial ID Task Force summarizes microbial identification practices within the pharmaceutical …
Jan 1995,TR第18号，（TR 18）计算机相关系统的验证,https://pda.org/images/default-source/product-images/1178-tr-18-validation-of-computer-related-systems.jpeg,1995-01-01,https://www.pda.org/bookstore/product-detail/1178-tr-18-validation-of-computer-related-systems,"TR No. 18, (TR 18) Validation of Computer-Related Systems",Technical Reports,注意：本技术报告已被PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本技术报告由PDA计算机相关系统验证委员会编写。报告中确定了……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This Technical report was prepared by PDA Committee on Validation of Computer-Related Systems. The report identifies factors …
Jan 1993,TR第17号，（TR 17）无菌工艺验证的现行实践 - 1992,https://pda.org/images/default-source/product-images/1177-tr-17-current-practices-in-validation-of-aseptic.jpeg,1993-01-01,https://www.pda.org/bookstore/product-detail/1177-tr-17-current-practices-in-validation-of-aseptic,"TR No. 17, (TR 17) Current Practices in the Validation of Aseptic Processing - 1992",Technical Reports,注意：本技术报告已由PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本技术报告由詹姆斯·阿加洛科博士和詹姆斯·阿克斯博士编写，其中包含1992年PDA调查的结果……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This Technical Report was prepared by Dr. James Agalloco and Dr. James Akers.It contains the results of a 1992 PDA survey …
Mar 1992,第16号技术报告，（TR 16）伽马辐照对弹性体密封件的影响,https://pda.org/images/default-source/product-images/1176-tr-16-effect-of-gamma-irradiation-on-elastomeric.jpeg,1992-03-01,https://www.pda.org/bookstore/product-detail/1176-tr-16-effect-of-gamma-irradiation-on-elastomeric,"TR No. 16, (TR 16) Effect of Gamma Irradiation on Elastomeric Closures",Technical Reports,注意：本技术报告已由PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本技术报告由一个肠胃外药物协会特别工作组编制。报告探讨了伽马辐照的影响……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This Technical Report was prepared by A Parenteral Drug Association Task Force.The report examines the effects of gamma irradiation …
Jun 2009,TR第15号，2009年修订版（TR 15）——生物制药应用中切向流过滤的验证,https://pda.org/images/default-source/product-images/1175-tr-15-validation-of-tangential-flow-filtration.gif.gif?sfvrsn=804dd30f_717,2009-06-01,https://www.pda.org/bookstore/product-detail/1175-tr-15-validation-of-tangential-flow-filtration,"TR No. 15, Revised 2009 (TR 15) Validation of Tangential Flow Filtration in Biopharmaceutical Applications",Technical Reports,本技术报告由PDA生物制药应用中切向流过滤验证工作组的成员编写。PDA技术报告第15号（2009年修订版）：《生物制药应用中切向流过滤的验证》，更新了1992年的原始版本……,"This Technical Report was prepared by members       of the PDA Validation of Tangential Flow Filtration in Biopharmaceutical Applications Task Force. PDA Technical Report No. 15 (Revised 2009): Validation of Tangential Flow Filtration in Biopharmaceutical Applications,  updates the 1992 original version …"
Sep 2008,TR第14号，（TR 14）基于柱色谱的蛋白质纯化工艺验证,https://pda.org/images/default-source/product-images/1174-tr-14-validation-of-column-based-chromatography.jpeg,2008-09-01,https://www.pda.org/bookstore/product-detail/1174-tr-14-validation-of-column-based-chromatography,"TR No. 14, (TR 14) Validation of Column-Based Chromatography Processes for the Purification of Proteins",Technical Reports,PDA技术报告14，2008年修订版，《基于色谱柱的蛋白质纯化工艺验证》由PDA基于色谱柱的蛋白质纯化工艺验证工作组的成员编写。自原版技术报告发布以来……,"PDA Technical Report 14, Revised 2008, Validation of Column-Based Chromatography Processes for the Purification of Proteins was prepared by members of the PDA Validation of Column-Based Chromatography Processes for the Purification of Proteins Task Force.   Since publication of the original Technical …"
Jul 1988,TR编号12，（TR 12）用于注射剂药品包装组件的硅化处理,https://pda.org/images/default-source/product-images/1171-tr-12-siliconization-of-parenteral-drug-packaging.jpeg,1988-07-01,https://www.pda.org/bookstore/product-detail/1171-tr-12-siliconization-of-parenteral-drug-packaging,"TR No. 12, (TR 12) Siliconization of Parenteral Drug Packaging Components",Technical Reports,本技术报告由包装组件润滑工作组编写。本出版物的目的是提供相关信息。本文档回顾了常见的润滑剂、使用这些润滑剂的原因、应用方法以及分析测量手段。可下载格式：PDF …,"This Technical Report was prepared by Lubrication of Packaging Components Task Force.  The purpose for this publication is to present information. This document reviews the common lubricants, the reasons for their use, methods of application and analytical measurement. Available to download Format: PDF …"
May 1988,TR编号11，（TR 11）采用伽马辐射对注射剂进行灭菌,https://pda.org/images/default-source/product-images/1170-tr-11-sterilization-of-parenterals-by-gamma.jpeg,1988-05-01,https://www.pda.org/bookstore/product-detail/1170-tr-11-sterilization-of-parenterals-by-gamma,"TR No. 11, (TR 11) Sterilization of Parenterals by Gamma Radiation",Technical Reports,注：本技术报告已由PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本技术报告由辐射灭菌工作组成员编制，提供了有关……的一般信息。,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This Technical Report was prepared by the Radiation Sterilization Task Force Members.  It provides general information concerning …
Jan 1988,TR编号10，（TR 10）蛋白质和肽的注射剂型：稳定性与稳定剂,https://pda.org/images/default-source/product-images/1169-tr-10-parenteral-formulations-of-proteins.jpeg,1988-01-01,https://www.pda.org/bookstore/product-detail/1169-tr-10-parenteral-formulations-of-proteins,"TR No. 10, (TR 10) Parenteral Formulations of Proteins and Peptides: Stability and Stabilizers",Technical Reports,注意：本技术报告已由PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本文由王约翰博士和穆塞塔·汉森博士撰写，是对含有……的注射剂产品配方中相关问题的综述。,"Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This paper, written by Drs. John Wang and Musetta Hanson, is a review of concerns in formulating injectable products containing …"
Jan 1988,TR第9号，（TR 9）市售颗粒测量系统的审查,https://pda.org/images/default-source/product-images/1168-tr-9-review-of-commercially-available-particulate.jpeg,1988-01-01,https://www.pda.org/bookstore/product-detail/1168-tr-9-review-of-commercially-available-particulate,"TR No. 9, (TR 9) Review of Commercially Available Particulate Measurement Systems",Technical Reports,注意：本技术报告已由PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本技术报告是朱利叶斯·克纳普和帕特里克·德卢卡博士获得资助后的成果，描述了各种类型的颗粒……,"Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This Technical report, the result of a grant to Julius Knapp and Patrick DeLuca, Ph.D., describes the various types of particulate …"
